Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Project,Acct,Qtr,
80,Meriden,0000000080,001,00,1,,11000-17041-82164-2018-170002-SDE00005,1216070.0000,5/18/2018,ECS Alliance District,CM_SDE_JUN2018_00002_2018138,2018/05/18 #: CM_SDE_JUN2018_00002_2018138,05/18/2018,11000-17041-82164-2018,80,11000-17041-82164-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17042-82079-2018-170002-,64700.0000,3/19/2018,Bilingual Education,CM_SDE_APR2018_00003_2018078,2018/03/19 #: CM_SDE_APR2018_00003_2018078,03/19/2018,11000-17042-82079-2018,80,11000-17042-82079-170002,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17042-82079-2018-170002-,12500.0000,4/23/2018,Bilingual Education,CM_SDE_MAY2018_00003_2018113,2018/04/23 #: CM_SDE_MAY2018_00003_2018113,04/23/2018,11000-17042-82079-2018,80,11000-17042-82079-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17042-82079-2018-170002-,6852.0000,5/18/2018,Bilingual Education,CM_SDE_JUN2018_00003_2018138,2018/05/18 #: CM_SDE_JUN2018_00003_2018138,05/18/2018,11000-17042-82079-2018,80,11000-17042-82079-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17043-82052-2018-170002-SDE00005,881000.0000,4/23/2018,Priority School Districts,CM_SDE_MAY2018_00004_2018113,2018/04/23 #: CM_SDE_MAY2018_00004_2018113,04/23/2018,11000-17043-82052-2018,80,11000-17043-82052-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17043-82052-2018-170002-SDE00005,76557.0000,5/18/2018,Priority School Districts,CM_SDE_JUN2018_00004_2018138,2018/05/18 #: CM_SDE_JUN2018_00004_2018138,05/18/2018,11000-17043-82052-2018,80,11000-17043-82052-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17043-82054-2018-170002-,3200.0000,2/21/2018,Extended School Hours,CM_SDE_MAR2018_00004_2018052,2018/02/21 #: CM_SDE_MAR2018_00004_2018052,02/21/2018,11000-17043-82054-2018,80,11000-17043-82054-170002,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17043-82054-2018-170002-,102800.0000,3/19/2018,Extended School Hours,CM_SDE_APR2018_00004_2018078,2018/03/19 #: CM_SDE_APR2018_00004_2018078,03/19/2018,11000-17043-82054-2018,80,11000-17043-82054-170002,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17043-82054-2018-170002-,12500.0000,4/23/2018,Extended School Hours,CM_SDE_MAY2018_00005_2018113,2018/04/23 #: CM_SDE_MAY2018_00005_2018113,04/23/2018,11000-17043-82054-2018,80,11000-17043-82054-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17043-82054-2018-170002-,33057.0000,5/18/2018,Extended School Hours,CM_SDE_JUN2018_00005_2018138,2018/05/18 #: CM_SDE_JUN2018_00005_2018138,05/18/2018,11000-17043-82054-2018,80,11000-17043-82054-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17043-82055-2018-170002-,175099.0000,4/23/2018,School Accountability - Summer School,CM_SDE_MAY2018_00006_2018113,2018/04/23 #: CM_SDE_MAY2018_00006_2018113,04/23/2018,11000-17043-82055-2018,80,11000-17043-82055-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,000,00,1,,11000-17046-82057-2018-      -,37621.0000,10/25/2017,State School Breakfast,SCHBREAK_EFT_Oct2017_2017298,2017/10/25 #: SCHBREAK_EFT_Oct2017_2017298,10/25/2017,11000-17046-82057-2018,80,11000-17046-82057-      ,SDE000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,11000-17047-82016-2018-      -,134464.0000,2/23/2018,Spec Ed-Ag Placements & Excess Cost,SPEDAPI_EFT01_FEB2018_2018054,2018/02/23 #: SPEDAPI_EFT01_FEB2018_2018054,02/23/2018,11000-17047-82016-2018,80,11000-17047-82016-      ,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17047-82016-2018-      -,40183.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDAPI_EFT01_MAY2018_2018142,2018/05/22 #: SPEDAPI_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82016-2018,80,11000-17047-82016-      ,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17047-82018-2018-      -,1068164.0000,2/23/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_FEB2018_2018054,2018/02/23 #: SPEDEXCS_EFT01_FEB2018_2018054,02/23/2018,11000-17047-82018-2018,80,11000-17047-82018-      ,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17047-82018-2018-      -,293079.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_MAY2018_2018142,2018/05/22 #: SPEDEXCS_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82018-2018,80,11000-17047-82018-      ,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17052-82079-2018-170002-,26361.0000,1/23/2018,Youth Service Bureau,CM_SDE_FEB2018_00003_2018023,2018/01/23 #: CM_SDE_FEB2018_00003_2018023,01/23/2018,11000-17052-82079-2018,80,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17052-82079-2018-170002-,3295.0000,2/21/2018,Youth Service Bureau,CM_SDE_MAR2018_00005_2018052,2018/02/21 #: CM_SDE_MAR2018_00005_2018052,02/21/2018,11000-17052-82079-2018,80,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,11000-17052-82079-2018-170002-,9885.0000,5/18/2018,Youth Service Bureau,CM_SDE_JUN2018_00006_2018138,2018/05/18 #: CM_SDE_JUN2018_00006_2018138,05/18/2018,11000-17052-82079-2018,80,11000-17052-82079-170002,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17057-82061-2018-      -,65650.0000,10/26/2017,Magnet School-Transportation,MAGSCTRN_EFT01_OCT2017_2017299,2017/10/26 #: MAGSCTRN_EFT01_OCT2017_2017299,10/26/2017,11000-17057-82061-2018,80,11000-17057-82061-      ,SDE000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,11000-17057-82061-2018-      -,61750.0000,5/25/2018,Magnet School-Transportation,MAGSCTRN_EFT01_MAY2018_2018145,2018/05/25 #: MAGSCTRN_EFT01_MAY2018_2018145,05/25/2018,11000-17057-82061-2018,80,11000-17057-82061-      ,SDE000000000002,55070,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,2361.0000,8/23/2017,School Readiness QE,CM_OEC_SEP2017_00001_2017235,2017/08/23 #: CM_OEC_SEP2017_00001_2017235,08/23/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-1 09/30,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,4723.0000,9/22/2017,School Readiness QE,CM_OEC_OCT2017_00001_2017265,2017/09/22 #: CM_OEC_OCT2017_00001_2017265,09/22/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-1 09/30,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,4723.0000,10/23/2017,School Readiness QE,CM_OEC_NOV2017_00001_2017296,2017/10/23 #: CM_OEC_NOV2017_00001_2017296,10/23/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,-2361.0000,12/12/2017,School Readiness QE,CM_OEC_SEP2017_00001_2017235J,2017/12/12 #: CM_OEC_SEP2017_00001_2017235J,12/12/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,-4723.0000,12/12/2017,School Readiness QE,CM_OEC_OCT2017_00001_2017265J,2017/12/12 #: CM_OEC_OCT2017_00001_2017265J,12/12/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,11000-17097-82079-2018-170018-,-4723.0000,12/15/2017,School Readiness QE,CM_OEC_NOV2017_00001_2017296J,2017/12/15 #: CM_OEC_NOV2017_00001_2017296J,12/15/2017,11000-17097-82079-2018,80,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2017-170005-,153734.5500,7/24/2017,School Breakfast Program,BFST_0051-MAY2017-2017205,2017/07/24 #: BFST_0051-MAY2017-2017205,07/24/2017,12060-20508-82079-2017,80,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2017-170005-,56850.5200,8/30/2017,School Breakfast Program,BFST_0061-JUN2017-2017242,2017/08/30 #: BFST_0061-JUN2017-2017242,08/30/2017,12060-20508-82079-2017,80,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2017-170005-,169367.3600,11/20/2017,School Breakfast Program,BFST_0091-SEP2017-2017305,2017/11/20 #: BFST_0091-SEP2017-2017305,11/20/2017,12060-20508-82079-2017,80,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,146277.9000,12/14/2017,School Breakfast Program,BFST_0101-OCT2017-2017341,2017/12/14 #: BFST_0101-OCT2017-2017341,12/14/2017,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,129168.9100,1/17/2018,School Breakfast Program,BFST_0111-NOV2017-2018003,2018/01/17 #: BFST_0111-NOV2017-2018003,01/17/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,107188.2200,2/14/2018,School Breakfast Program,BFST_0121-DEC2017-2018031,2018/02/14 #: BFST_0121-DEC2017-2018031,02/14/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,117559.1200,3/14/2018,School Breakfast Program,BFST_0011-JAN2018-2018058,2018/03/14 #: BFST_0011-JAN2018-2018058,03/14/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,107798.0600,4/18/2018,School Breakfast Program,BFST_0021-FEB2018-2018086,2018/04/18 #: BFST_0021-FEB2018-2018086,04/18/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,122323.5600,5/16/2018,School Breakfast Program,BFST_0031-MAR2018-2018122,2018/05/16 #: BFST_0031-MAR2018-2018122,05/16/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,004,02,1,08000,12060-20508-82079-2018-170005-,107958.3000,6/11/2018,School Breakfast Program,BFST_0041-APR2018-2018156,2018/06/11 #: BFST_0041-APR2018-2018156,06/11/2018,12060-20508-82079-2018,80,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2017-170005-SDE00003,5454.1600,7/19/2017,Child & Adult Food Program - Pgm,CCFPROG_0300-MAY17-2017200,2017/07/19 #: CCFPROG_0300-MAY17-2017200,07/19/2017,12060-20518-82079-2017,80,12060-20518-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,1747.4300,12/18/2017,Child & Adult Food Program - Pgm,CCFPROG_0350-OCT17-2017352,2017/12/18 #: CCFPROG_0350-OCT17-2017352,12/18/2017,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,2264.2300,1/18/2018,Child & Adult Food Program - Pgm,CCFPROG_0360-NOV17-2018010,2018/01/18 #: CCFPROG_0360-NOV17-2018010,01/18/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,1640.8400,2/16/2018,Child & Adult Food Program - Pgm,CCFPROG_0370-DEC17-2018044,2018/02/16 #: CCFPROG_0370-DEC17-2018044,02/16/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,1324.3000,3/14/2018,Child & Adult Food Program - Pgm,CCFPROG_0510-JAN18-2018073,2018/03/14 #: CCFPROG_0510-JAN18-2018073,03/14/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,2483.8700,4/19/2018,Child & Adult Food Program - Pgm,CCFPROG_0020-FEB18-2018107,2018/04/19 #: CCFPROG_0020-FEB18-2018107,04/19/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,4754.5600,5/15/2018,Child & Adult Food Program - Pgm,CCFPROG_0030-MAR18-2018134,2018/05/15 #: CCFPROG_0030-MAR18-2018134,05/15/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20518-82079-2018-170005-SDE00003,4870.8400,6/12/2018,Child & Adult Food Program - Pgm,CCFPROG_0040-APR18-2018163,2018/06/12 #: CCFPROG_0040-APR18-2018163,06/12/2018,12060-20518-82079-2018,80,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,012,06,1,08051S,12060-20540-82079-2017-170005-SDE00003,8361.9800,8/31/2017,Summer Food Service Program - Opr,SFSPOPER_0071-JUL2017-2017243,2017/08/31 #: SFSPOPER_0071-JUL2017-2017243,08/31/2017,12060-20540-82079-2017,80,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,012,06,1,08051S,12060-20540-82079-2017-170005-SDE00003,382.0800,8/31/2017,Summer Food Service Program - Opr,SFSPOPER_0081-AUG2017-2017243,2017/08/31 #: SFSPOPER_0081-AUG2017-2017243,08/31/2017,12060-20540-82079-2017,80,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2017-170005-SDE00003,396.9800,7/19/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0300-MAY17-2017200,2017/07/19 #: CCFCCIL_0300-MAY17-2017200,07/19/2017,12060-20544-82079-2017,80,12060-20544-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,125.7800,12/18/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0350-OCT17-2017352,2017/12/18 #: CCFCCIL_0350-OCT17-2017352,12/18/2017,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,162.9800,1/18/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0360-NOV17-2018010,2018/01/18 #: CCFCCIL_0360-NOV17-2018010,01/18/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,118.1100,2/16/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0370-DEC17-2018044,2018/02/16 #: CCFCCIL_0370-DEC17-2018044,02/16/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,95.3300,3/14/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0510-JAN18-2018073,2018/03/14 #: CCFCCIL_0510-JAN18-2018073,03/14/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,178.7900,4/19/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0020-FEB18-2018107,2018/04/19 #: CCFCCIL_0020-FEB18-2018107,04/19/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,342.2400,5/15/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0030-MAR18-2018134,2018/05/15 #: CCFCCIL_0030-MAR18-2018134,05/15/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,025,01,1,080AIR,12060-20544-82079-2018-170005-SDE00003,350.6100,6/12/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0040-APR18-2018163,2018/06/12 #: CCFCCIL_0040-APR18-2018163,06/12/2018,12060-20544-82079-2018,80,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,012,06,1,08051S,12060-20548-82079-2017-170005-SDE00003,829.9000,8/31/2017,Summer Admin,SFSPADMN_0071-JUL2017-2017243,2017/08/31 #: SFSPADMN_0071-JUL2017-2017243,08/31/2017,12060-20548-82079-2017,80,12060-20548-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,012,06,1,08051S,12060-20548-82079-2017-170005-SDE00003,37.9200,8/31/2017,Summer Admin,SFSPADMN_0081-AUG2017-2017243,2017/08/31 #: SFSPADMN_0081-AUG2017-2017243,08/31/2017,12060-20548-82079-2017,80,12060-20548-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2017-170005-,360201.9200,7/24/2017,National School Lunch,LNCH_0051-MAY2017-2017205,2017/07/24 #: LNCH_0051-MAY2017-2017205,07/24/2017,12060-20560-82079-2017,80,12060-20560-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2017-170005-,128227.4600,8/30/2017,National School Lunch,LNCH_0061-JUN2017-2017242,2017/08/30 #: LNCH_0061-JUN2017-2017242,08/30/2017,12060-20560-82079-2017,80,12060-20560-82079-170005,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2017-170005-,398177.5900,11/20/2017,National School Lunch,LNCH_0091-SEP2017-2017305,2017/11/20 #: LNCH_0091-SEP2017-2017305,11/20/2017,12060-20560-82079-2017,80,12060-20560-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,336384.7900,12/14/2017,National School Lunch,LNCH_0101-OCT2017-2017341,2017/12/14 #: LNCH_0101-OCT2017-2017341,12/14/2017,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,299863.8000,1/17/2018,National School Lunch,LNCH_0111-NOV2017-2018003,2018/01/17 #: LNCH_0111-NOV2017-2018003,01/17/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,264620.8300,2/14/2018,National School Lunch,LNCH_0121-DEC2017-2018031,2018/02/14 #: LNCH_0121-DEC2017-2018031,02/14/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,299015.5100,3/14/2018,National School Lunch,LNCH_0011-JAN2018-2018058,2018/03/14 #: LNCH_0011-JAN2018-2018058,03/14/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,284619.9900,4/18/2018,National School Lunch,LNCH_0021-FEB2018-2018086,2018/04/18 #: LNCH_0021-FEB2018-2018086,04/18/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,296023.1500,5/16/2018,National School Lunch,LNCH_0031-MAR2018-2018122,2018/05/16 #: LNCH_0031-MAR2018-2018122,05/16/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,004,02,1,08000,12060-20560-82079-2018-170005-,267668.3600,6/11/2018,National School Lunch,LNCH_0041-APR2018-2018156,2018/06/11 #: LNCH_0041-APR2018-2018156,06/11/2018,12060-20560-82079-2018,80,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2017-170002-,305500.0000,9/22/2017,Title I Improving Basic Programs,CM_SDE_OCT2017_00002_2017265,2017/09/22 #: CM_SDE_OCT2017_00002_2017265,09/22/2017,12060-20679-82070-2017,80,12060-20679-82070-170002,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2017-170002-,22299.0000,10/23/2017,Title I Improving Basic Programs,CM_SDE_NOV2017_00002_2017296,2017/10/23 #: CM_SDE_NOV2017_00002_2017296,10/23/2017,12060-20679-82070-2017,80,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,485770.0000,11/21/2017,Title I Improving Basic Programs,CM_SDE_DEC2017_00023_2017325,2017/11/21 #: CM_SDE_DEC2017_00023_2017325,11/21/2017,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,228230.0000,12/20/2017,Title I Improving Basic Programs,CM_SDE_JAN2018_00002_2017354,2017/12/20 #: CM_SDE_JAN2018_00002_2017354,12/20/2017,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,236500.0000,1/23/2018,Title I Improving Basic Programs,CM_SDE_FEB2018_00004_2018023,2018/01/23 #: CM_SDE_FEB2018_00004_2018023,01/23/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,520750.0000,2/21/2018,Title I Improving Basic Programs,CM_SDE_MAR2018_00006_2018052,2018/02/21 #: CM_SDE_MAR2018_00006_2018052,02/21/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,248750.0000,3/19/2018,Title I Improving Basic Programs,CM_SDE_APR2018_00005_2018078,2018/03/19 #: CM_SDE_APR2018_00005_2018078,03/19/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,260000.0000,4/23/2018,Title I Improving Basic Programs,CM_SDE_MAY2018_00007_2018113,2018/04/23 #: CM_SDE_MAY2018_00007_2018113,04/23/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,518000.0000,5/18/2018,Title I Improving Basic Programs,CM_SDE_JUN2018_00007_2018138,2018/05/18 #: CM_SDE_JUN2018_00007_2018138,05/18/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,12060-20679-82070-2018-170002-,53100.0000,6/14/2018,Title I Improving Basic Programs,CM_SDE_JUN2018_00001_2018164,2018/06/14 #: CM_SDE_JUN2018_00001_2018164,06/14/2018,12060-20679-82070-2018,80,12060-20679-82070-170002,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,12060-20679-82166-2017-170101-,8774.0000,8/23/2017,Title I, SOD, Improving Basic Programs,CM_SDE_SEP2017_00002_2017235,2017/08/23 #: CM_SDE_SEP2017_00002_2017235,08/23/2017,12060-20679-82166-2017,80,12060-20679-82166-170101,SDE000000000002,55050,QE-1 09/30,
80,Meriden,0000000080,001,00,1,,12060-20742-84010-2018-170002-,2100.0000,12/20/2017,Carl D Perkins Career & Tech. Educ. Act,CM_SDE_JAN2018_00003_2017354,2017/12/20 #: CM_SDE_JAN2018_00003_2017354,12/20/2017,12060-20742-84010-2018,80,12060-20742-84010-170002,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,12060-20742-84010-2018-170002-,118800.0000,1/23/2018,Carl D Perkins Career & Tech. Educ. Act,CM_SDE_FEB2018_00005_2018023,2018/01/23 #: CM_SDE_FEB2018_00005_2018023,01/23/2018,12060-20742-84010-2018,80,12060-20742-84010-170002,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,12060-20742-84010-2018-170002-,31600.0000,3/19/2018,Carl D Perkins Career & Tech. Educ. Act,CM_SDE_APR2018_00006_2018078,2018/03/19 #: CM_SDE_APR2018_00006_2018078,03/19/2018,12060-20742-84010-2018,80,12060-20742-84010-170002,SDE000000000002,55050,QE-3 03/31,
80,Meriden,0000000080,001,00,1,,12060-20742-84010-2018-170002-,14335.0000,5/18/2018,Carl D Perkins Career & Tech. Educ. Act,CM_SDE_JUN2018_00008_2018138,2018/05/18 #: CM_SDE_JUN2018_00008_2018138,05/18/2018,12060-20742-84010-2018,80,12060-20742-84010-170002,SDE000000000002,55050,QE-4 06/30,
80,Meriden,0000000080,001,00,1,,12060-20858-84131-2017-170002-,2610.0000,12/20/2017,Title II-Part A Teachers,CM_SDE_JAN2018_00004_2017354,2017/12/20 #: CM_SDE_JAN2018_00004_2017354,12/20/2017,12060-20858-84131-2017,80,12060-20858-84131-170002,SDE000000000002,55050,QE-2 12/31,
80,Meriden,0000000080,001,00,1,,12060-20858-84131-2018-170002-,142260.0000,12/20/2017,Title II-Part A Teachers,CM_SDE_JAN2018_00005_2017354,2017/12/20 #: CM_SDE_JAN2018_00005_2017354,12/20/2017,12060-20858-84131-2018,80,12060-20858-84131-170002,SDE000000000002,55050,QE-2 12/31,
