FYEAR,VName,GrantName,Payment
2012,East Haddam,MAGNET SCHOOL TRANSPORTATION,23400.0
2012,East Haddam,NATIONAL SCHOOL LUNCH,59672.94999999999
2012,East Haddam,SCHOOL BREAKFAST PROGRAM,5634.570000000001
2012,East Haddam,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,51623.0
2012,East Haddam,SPEC ED AG  PLACEMENTS   EXCESS COST,92701.0
2012,East Haddam,SPEC ED AG PLACEMENTS   EXCESS COST,317584.0
2012,East Haddam,STATE SCHOOL BREAKFAST,3138.0
2012,East Haddam,TITLE I IMPROVING BASIC PROGRAMS,63845.0
2012,East Haddam,TITLE II PART A TEACHERS,48789.0
2012,East Haddam,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,70844.0
2012,East Haddam,YOUTH SERVICE BUREAU,14000.0
2012,East Haddam,YOUTH SERVICE BUREAU ENHANCEMENT,5000.0
2012,East Hampton,ADULT EDUCATION   COOPERATIVE,22972.0
2012,East Hampton,CHILD NUTRITION STATE MATCHING GRANT,5576.0
2012,East Hampton,EDUCATION EQUALIZATION,7559422.0
2012,East Hampton,EDUCATION JOBS FUND,440420.0
2012,East Hampton,IDEA PART B  SECTION,332726.0
2012,East Hampton,NATIONAL SCHOOL LUNCH,89334.21999999999
2012,East Hampton,PRIMARY MENTAL HEALTH,22800.0
2012,East Hampton,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,94121.0
2012,East Hampton,SPEC ED AG  PLACEMENTS   EXCESS COST,22005.0
2012,East Hampton,SPEC ED AG PLACEMENTS   EXCESS COST,348375.0
2012,East Hampton,SPECIAL MILK PROGRAM FOR CHILDREN,95.96000000000001
2012,East Hampton,TITLE I IMPROVING BASIC PROGRAMS,42449.0
2012,East Hampton,TITLE II PART A TEACHERS,40729.0
2012,East Hampton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,119654.0
2012,East Hampton,YOUTH SERVICE BUREAU,16101.0
2012,East Hampton,YOUTH SERVICE BUREAU ENHANCEMENT,5000.0
2012,East Hartford,ADULT EDUC COOPERATING ELIGIBLE ENTITY,18920.0
2012,East Hartford,ADULT EDUCATION,67770.0
2012,East Hartford,ADULT EDUCATION   PROVIDER,168355.0
2012,East Hartford,AFTER SCHOOL PROGRAM,119071.0
2012,East Hartford,ARRA   IDEA  PART B  SECTION  PRE SCHOOL,7753.0
2012,East Hartford,ARRA IDEA PART B  SECTION,27983.0
2012,East Hartford,ARRA TITLE I IMPROVING BASIC PROGRAMS,14041.0
2012,East Hartford,BILINGUAL EDUCATION,40661.0
2012,East Hartford,CARL D PERKINS CAREER   TECH  EDUC  ACT,112312.0
2012,East Hartford,CHILD   ADULT CARE   CASH IN LIEU COMMOD,9493.920000000002
2012,East Hartford,CHILD   ADULT FOOD PROGRAM   PGM,156204.15
2012,East Hartford,CHILD NUTRITION STATE MATCHING GRANT,46691.0
2012,East Hartford,EDUCATION EQUALIZATION,41786570.0
2012,East Hartford,EDUCATION JOBS FUND,2474892.0
2012,East Hartford,EXTENDED SCHOOL HOURS,154242.0
2012,East Hartford,FAMILY RESOURCE CENTER PGM,184870.0
2012,East Hartford,HEALTH FOODS INITIATIVE,101465.0
2012,East Hartford,IDEA  PART B  SECTION,62777.0
2012,East Hartford,IDEA PART B  SECTION,1887199.0
2012,East Hartford,IMMIGRANT   YOUTH EDUCATION PROGRAM,101401.0
2012,East Hartford,MAGNET SCHOOL OPERATING,970570.0
2012,East Hartford,MAGNET SCHOOL TRANSPORTATION,154700.0
2012,East Hartford,NATIONAL SCHOOL LUNCH,2224651.3800000004
2012,East Hartford,NONPUBLIC HEALTH SERVICES,27384.0
2012,East Hartford,NSL PROGRAM   SCHOOL EQUIP,15499.0
2012,East Hartford,PRIMARY MENTAL HEALTH,21850.0
2012,East Hartford,PRIORITY SCHOOL DISTRICTS,1204113.0
2012,East Hartford,SCHOOL ACCOUNTABILITY   SUMMER SCHOOL,177457.0
2012,East Hartford,SCHOOL BREAKFAST PROGRAM,617202.0
2012,East Hartford,SCHOOL READINESS AND CHILD DAY CARE GRANT PROGRAM,2223536.0
2012,East Hartford,SCHOOL READINESS QE,26928.0
2012,East Hartford,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,297594.0
2012,East Hartford,SPEC ED AG  PLACEMENTS   EXCESS COST,466881.0
2012,East Hartford,SPEC ED AG PLACEMENTS   EXCESS COST,990454.0
2012,East Hartford,ST CENTURY COMMUNITY LEARNING CENTER,16645.24
2012,East Hartford,ST CENTURY COMMUNITY LEARNING CENTERS,280587.0
2012,East Hartford,STATE SCHOOL BREAKFAST,56393.0
2012,East Hartford,TITLE I IMPROVING BASIC PROGRAMS,2250052.0
2012,East Hartford,TITLE I PRT A SCHOOL IMPROVEMENT,135807.0
2012,East Hartford,TITLE II PART A TEACHERS,218265.0
2012,East Hartford,TITLE III PART A ENGLISH LANG  ACQUIS,85206.0
2012,East Hartford,TRANSPORTATION NONPUBLIC,51413.0
2012,East Hartford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,484434.0
2012,East Hartford,YOUTH SERVICE BUREAU,46643.0
2012,East Hartford,YOUTH SERVICE BUREAU ENHANCEMENT,7550.0
2012,East Haven,ADULT EDUCATION,47218.0
2012,East Haven,ADULT EDUCATION   PROVIDER,473476.0
2012,East Haven,BILINGUAL EDUCATION,2941.0
2012,East Haven,CARL D PERKINS CAREER   TECH  EDUC  ACT,49022.0
2012,East Haven,CHILD NUTRITION STATE MATCHING GRANT,14064.0
2012,East Haven,EDUCATION EQUALIZATION,18780393.0
2012,East Haven,EDUCATION JOBS FUND,1016209.0
2012,East Haven,FAMILY RESOURCE CENTER PGM,92435.0
2012,East Haven,HEALTH FOODS INITIATIVE,30562.0
2012,East Haven,IDEA  PART B  SECTION,35238.0
2012,East Haven,IDEA PART B  SECTION,620132.0
2012,East Haven,MAGNET SCHOOL TRANSPORTATION,5200.0
2012,East Haven,NATIONAL SCHOOL LUNCH,573725.9199999999
2012,East Haven,NONPUBLIC HEALTH SERVICES,20044.0
2012,East Haven,OPEN CHOICE PROGRAM RECEIVING DIST,33000.0
2012,East Haven,SCHOOL BREAKFAST PROGRAM,145782.44
2012,East Haven,SCHOOL READINESS,107000.0
2012,East Haven,SCHOOL READINESS QE,3971.0
2012,East Haven,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,164591.0
2012,East Haven,SPEC ED AG  PLACEMENTS   EXCESS COST,227475.0
2012,East Haven,SPEC ED AG PLACEMENTS   EXCESS COST,757604.0
2012,East Haven,SPECIAL MILK PROGRAM FOR CHILDREN,1559.1799999999998
2012,East Haven,STATE SCHOOL BREAKFAST,28730.0
2012,East Haven,TITLE I IMPROVING BASIC PROGRAMS,584235.0
2012,East Haven,TITLE II PART A TEACHERS,50950.0
2012,East Haven,TITLE III PART A ENGLISH LANG  ACQUIS,19906.0
2012,East Haven,TRANSPORTATION NONPUBLIC,38099.0
2012,East Haven,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,254761.0
2012,East Haven,YOUTH SERVICE BUREAU,22073.0
2012,East Haven,YOUTH SERVICE BUREAU ENHANCEMENT,6250.0
2012,East Lyme,ADULT EDUCATION   COOPERATIVE,14898.0
2012,East Lyme,CHILD NUTRITION STATE MATCHING GRANT,7664.0
2012,East Lyme,EDUCATION EQUALIZATION,7146111.0
2012,East Lyme,EDUCATION JOBS FUND,338097.0
2012,East Lyme,IDEA  PART B  SECTION,12259.0
2012,East Lyme,IDEA PART B  SECTION,507802.0
2012,East Lyme,MAGNET SCHOOL TRANSPORTATION,46239.0
2012,East Lyme,NATIONAL SCHOOL LUNCH,129744.87999999999
2012,East Lyme,SCHOOL BREAKFAST PROGRAM,5781.9
2012,East Lyme,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,42766.0
2012,East Lyme,SPEC ED AG  PLACEMENTS   EXCESS COST,166493.0
2012,East Lyme,SPEC ED AG PLACEMENTS   EXCESS COST,702942.0
2012,East Lyme,STATE SCHOOL BREAKFAST,0.0
2012,East Lyme,TITLE I IMPROVING BASIC PROGRAMS,91430.0
2012,East Lyme,TITLE II PART A TEACHERS,64346.0
2012,East Lyme,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,58074.0
2012,East Lyme,YOUTH SERVICE BUREAU,20977.0
2012,East Lyme,YOUTH SERVICE BUREAU ENHANCEMENT,6250.0
2012,East Windsor,ADULT EDUCATION   COOPERATIVE,14374.0
2012,East Windsor,AFTER SCHOOL PROGRAM,85500.0
2012,East Windsor,CARL D PERKINS CAREER   TECH  EDUC  ACT,11407.0
2012,East Windsor,CHILD NUTRITION STATE MATCHING GRANT,6124.0
2012,East Windsor,EDUCATION EQUALIZATION,5492363.0
2012,East Windsor,EDUCATION JOBS FUND,4735.0
2012,East Windsor,FAMILY RESOURCE CENTER PGM,92435.0
2012,East Windsor,IDEA  PART B  SECTION,10691.0
2012,East Windsor,IDEA PART B  SECTION,253291.0
2012,East Windsor,NATIONAL SCHOOL LUNCH,195988.89999999997
2012,East Windsor,OPEN CHOICE PROGRAM RECEIVING DIST,275820.0
2012,East Windsor,SCHOOL BREAKFAST PROGRAM,16207.11
2012,East Windsor,SHEFF SETTLEMENT,153950.0
2012,East Windsor,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,76825.0
2012,East Windsor,SPEC ED AG  PLACEMENTS   EXCESS COST,78555.0
2012,East Windsor,SPEC ED AG PLACEMENTS   EXCESS COST,220739.0
2012,East Windsor,SPECIAL MILK PROGRAM FOR CHILDREN,518.33
2012,East Windsor,STATE SCHOOL BREAKFAST,3456.0
2012,East Windsor,TITLE I IMPROVING BASIC PROGRAMS,154890.0
2012,East Windsor,TITLE II PART A TEACHERS,33623.0
2012,East Windsor,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,92119.0
2012,Eastford,ADULT EDUCATION   COOPERATIVE,2105.0
2012,Eastford,EDUCATION EQUALIZATION,1109873.0
2012,Eastford,EDUCATION JOBS FUND,56000.0
2012,Eastford,IDEA  PART B  SECTION,2060.0
2012,Eastford,IDEA PART B  SECTION,36000.0
2012,Eastford,MAGNET SCHOOL TRANSPORTATION,1300.0
2012,Eastford,PRIMARY MENTAL HEALTH,14022.0
2012,Eastford,SCHOOL READINESS,107000.0
2012,Eastford,SCHOOL READINESS QE,3971.0
2012,Eastford,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,16271.0
2012,Eastford,SPECIAL MILK PROGRAM FOR CHILDREN,9934.06
2012,Eastford,TITLE I IMPROVING BASIC PROGRAMS,29000.0
2012,Eastford,TITLE II PART A TEACHERS,4599.0
2012,Eastford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,24949.0
2012,Ellington,ADULT EDUCATION   COOPERATIVE,14509.0
2012,Ellington,ARRA   IDEA  PART B  SECTION  PRE SCHOOL,5244.0
2012,Ellington,ARRA IDEA PART B  SECTION,15834.0
2012,Ellington,CARL D PERKINS CAREER   TECH  EDUC  ACT,15012.0
2012,Ellington,CHILD NUTRITION STATE MATCHING GRANT,9182.0
2012,Ellington,EDUCATION EQUALIZATION,9464509.0
2012,Ellington,EDUCATION JOBS FUND,563970.0
2012,Ellington,HEALTH FOODS INITIATIVE,19954.0
2012,Ellington,IDEA  PART B  SECTION,12135.0
2012,Ellington,IDEA PART B  SECTION,355458.0
2012,Ellington,NATIONAL SCHOOL LUNCH,133783.36
2012,Ellington,OP CH SUPPLEMENTAL FOR INCREASED ENROLLMENT,4546.0
2012,Ellington,OPEN CHOICE PROGRAM RECEIVING DIST,251401.0
2012,Ellington,SCHOOL READINESS,74500.0
2012,Ellington,SCHOOL READINESS QE,2978.0
2012,Ellington,SHEFF SETTLEMENT,83625.0
2012,Ellington,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,140312.0
2012,Ellington,SPEC ED AG  PLACEMENTS   EXCESS COST,907.0
2012,Ellington,SPEC ED AG PLACEMENTS   EXCESS COST,323357.0
2012,Ellington,SPECIAL MILK PROGRAM FOR CHILDREN,1307.66
2012,Ellington,TITLE I IMPROVING BASIC PROGRAMS,66577.0
2012,Ellington,TITLE II PART A TEACHERS,60697.0
2012,Ellington,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,157875.0
2012,Ellington,YOUTH SERVICE BUREAU,14000.0
2012,Ellington,YOUTH SERVICE BUREAU ENHANCEMENT,5000.0
2012,Enfield,ADULT EDUC COOPERATING ELIGIBLE ENTITY,12772.0
2012,Enfield,ADULT EDUCATION,171400.0
2012,Enfield,ADULT EDUCATION   PROVIDER,81990.0
2012,Enfield,AFTER SCHOOL PROGRAM,119071.0
2012,Enfield,CARL D PERKINS CAREER   TECH  EDUC  ACT,65387.0
2012,Enfield,CHILD   ADULT CARE   CASH IN LIEU COMMOD,10839.250000000002
2012,Enfield,CHILD   ADULT FOOD PROGRAM   PGM,154339.33000000002
2012,Enfield,CHILD NUTRITION STATE MATCHING GRANT,28163.0
2012,Enfield,EDUCATION EQUALIZATION,28567636.0
2012,Enfield,EDUCATION JOBS FUND,1322000.0
2012,Enfield,FAMILY RESOURCE CENTER PGM,92435.0
2012,Enfield,IDEA  PART B  SECTION,52732.0
2012,Enfield,IDEA PART B  SECTION,1401556.0
2012,Enfield,NATIONAL SCHOOL LUNCH,715088.76
2012,Enfield,NONPUBLIC HEALTH SERVICES,63807.0
2012,Enfield,OP CH SUPPLEMENTAL FOR INCREASED ENROLLMENT,826.0
2012,Enfield,OPEN CHOICE PROGRAM RECEIVING DIST,199834.0
2012,Enfield,SCHOOL BREAKFAST PROGRAM,36018.979999999996
2012,Enfield,SCHOOL READINESS,107000.0
2012,Enfield,SCHOOL READINESS QE,3971.0
2012,Enfield,SHEFF SETTLEMENT,48775.0
2012,Enfield,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,250062.0
2012,Enfield,SPEC ED AG  PLACEMENTS   EXCESS COST,210405.0
2012,Enfield,SPEC ED AG PLACEMENTS   EXCESS COST,828536.0
2012,Enfield,SPECIAL MILK PROGRAM FOR CHILDREN,10503.84
2012,Enfield,ST CENTURY COMMUNITY LEARNING CENTERS,95000.0
2012,Enfield,STATE SCHOOL BREAKFAST,6696.0
2012,Enfield,TITLE I IMPROVING BASIC PROGRAMS,798487.0
2012,Enfield,TITLE II PART A TEACHERS,238056.0
2012,Enfield,TITLE III PART A ENGLISH LANG  ACQUIS,11974.0
2012,Enfield,TRANSPORTATION NONPUBLIC,102715.0
2012,Enfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,303545.0
2012,Enfield,YOUTH SERVICE BUREAU,34380.0
2012,Enfield,YOUTH SERVICE BUREAU ENHANCEMENT,7550.0
2012,Fairfield,ADULT EDUCATION   PROVIDER,9828.0
2012,Fairfield,CARL D PERKINS CAREER   TECH  EDUC  ACT,56656.94
2012,Fairfield,CHILD NUTRITION STATE MATCHING GRANT,31997.0
2012,Fairfield,EDUCATION EQUALIZATION,3568073.0
2012,Fairfield,EDUCATION JOBS FUND,3101.0
2012,Fairfield,HEALTH FOODS INITIATIVE,69533.0
2012,Fairfield,IDEA  PART B  SECTION,8284.0
2012,Fairfield,IDEA PART B  SECTION,1610162.0
2012,Fairfield,IMMIGRANT   YOUTH EDUCATION PROGRAM,165.0
2012,Fairfield,MAGNET SCHOOL TRANSPORTATION,67600.0
2012,Fairfield,NATIONAL SCHOOL LUNCH,441786.79000000004
2012,Fairfield,NONPUBLIC HEALTH SERVICES,50247.0
2012,Fairfield,OPEN CHOICE PROGRAM RECEIVING DIST,192089.0
2012,Fairfield,SCHOOL BREAKFAST PROGRAM,11671.43
2012,Fairfield,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,4065.0
2012,Fairfield,SPEC ED AG  PLACEMENTS   EXCESS COST,208460.0
2012,Fairfield,SPEC ED AG PLACEMENTS   EXCESS COST,2354752.0
2012,Fairfield,STATE SCHOOL BREAKFAST,3059.0
2012,Fairfield,TITLE I IMPROVING BASIC PROGRAMS,236540.0
2012,Fairfield,TITLE II PART A TEACHERS,240790.0
2012,Fairfield,TITLE III PART A ENGLISH LANG  ACQUIS,33157.0
2012,Fairfield,TRANSPORTATION NONPUBLIC,5744.0
2012,Fairfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,18736.0
2012,Fairfield,YOUTH SERVICE BUREAU,28738.0
2012,Fairfield,YOUTH SERVICE BUREAU ENHANCEMENT,7550.0
2012,Farmington,ADULT EDUCATION   PROVIDER,4044.0
2012,Farmington,CARL D  PERKINS CAREER   TECH  EDUC  ACT,-214.0
2012,Farmington,CARL D PERKINS CAREER   TECH  EDUC  ACT,25316.0
2012,Farmington,CHILD NUTRITION STATE MATCHING GRANT,14176.0
2012,Farmington,EDUCATION EQUALIZATION,1580800.0
2012,Farmington,IDEA  PART B  SECTION,15915.0
2012,Farmington,IDEA PART B  SECTION,654702.0
2012,Farmington,INTERDISTICT COOP ND SUMMER SCHOOL YEAR,82500.0
2012,Farmington,INTERDISTRICT COOPERATIVE,107250.0
2012,Farmington,NATIONAL SCHOOL LUNCH,207825.91000000003
2012,Farmington,OP CH SUPPLEMENTAL FOR INCREASED ENROLLMENT,2479.0
2012,Farmington,OPEN CHOICE PROGRAM RECEIVING DIST,364774.0
2012,Farmington,SHEFF SETTLEMENT   ACAD   SOCIAL SUPPORT,102000.0
2012,Farmington,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,29863.0
2012,Farmington,SPEC ED AG PLACEMENTS   EXCESS COST,558009.0
2012,Farmington,TITLE I IMPROVING BASIC PROGRAMS,129329.0
2012,Farmington,TITLE II PART A TEACHERS,61919.0
2012,Farmington,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,32068.0
2012,Farmington,YOUTH SERVICE BUREAU,14000.0
2012,Farmington,YOUTH SERVICE BUREAU ENHANCEMENT,6250.0
2012,Franklin,ADULT EDUCATION   COOPERATIVE,2718.0
2012,Franklin,CHILD NUTRITION STATE MATCHING GRANT,312.0
2012,Franklin,EDUCATION EQUALIZATION,941462.0
2012,Franklin,EDUCATION JOBS FUND,31087.0
2012,Franklin,HEALTH FOODS INITIATIVE,679.0
2012,Franklin,IDEA  PART B  SECTION,3209.0
2012,Franklin,IDEA PART B  SECTION,36395.0
2012,Franklin,NATIONAL SCHOOL LUNCH,13279.3
2012,Franklin,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,11830.0
2012,Franklin,SPEC ED AG PLACEMENTS   EXCESS COST,18110.0
2012,Franklin,TITLE I IMPROVING BASIC PROGRAMS,19831.0
2012,Franklin,TITLE II PART A TEACHERS,4159.0
2012,Franklin,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,14992.0
2012,Glastonbury,ADULT EDUCATION   COOPERATIVE,6298.0
2012,Glastonbury,ASTE VOCATIONAL AGRICULTURE,124446.0
2012,Glastonbury,CARL D PERKINS CAREER   TECH  EDUC  ACT,36268.0
2012,Glastonbury,CHILD NUTRITION STATE MATCHING GRANT,22692.0
2012,Glastonbury,EDUCATION EQUALIZATION,6181805.0
2012,Glastonbury,EDUCATION JOBS FUND,367943.0
2012,Glastonbury,HEALTH FOODS INITIATIVE,49313.0
2012,Glastonbury,IDEA  PART B  SECTION,31576.0
2012,Glastonbury,IDEA PART B  SECTION,1096314.0
2012,Glastonbury,IMMIGRANT   YOUTH EDUCATION PROGRAM,6072.0
2012,Glastonbury,INVESTING   PERSONAL FINANCE EDUCATION,25000.0
2012,Glastonbury,MAGNET SCHOOL TRANSPORTATION,286000.0
2012,Glastonbury,NATIONAL SCHOOL LUNCH,315373.02
2012,Glastonbury,OPEN CHOICE PROGRAM RECEIVING DIST,154521.0
2012,Glastonbury,SCHOOL BREAKFAST PROGRAM,15452.380000000001
2012,Glastonbury,SHEFF SETTLEMENT,42650.0
2012,Glastonbury,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,79718.0
2012,Glastonbury,SPEC ED AG  PLACEMENTS   EXCESS COST,114901.0
2012,Glastonbury,SPEC ED AG PLACEMENTS   EXCESS COST,1025230.0
2012,Glastonbury,STATE SCHOOL BREAKFAST,3231.0
2012,Glastonbury,TITLE I IMPROVING BASIC PROGRAMS,107140.0
2012,Glastonbury,TITLE II PART A TEACHERS,53901.0
2012,Glastonbury,TITLE III PART A ENGLISH LANG  ACQUIS,14686.0
2012,Glastonbury,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,110221.0
2012,Glastonbury,YOUTH SERVICE BUREAU,20195.0
2012,Glastonbury,YOUTH SERVICE BUREAU ENHANCEMENT,7550.0
2012,Granby,ADULT EDUCATION   COOPERATIVE,3176.0
2012,Granby,CARL D  PERKINS CAREER   TECH  EDUC  ACT,-502.0
2012,Granby,CARL D PERKINS CAREER   TECH  EDUC  ACT,5014.0
2012,Granby,CHILD NUTRITION STATE MATCHING GRANT,6126.0
2012,Granby,EDUCATION EQUALIZATION,5395365.0
2012,Granby,EDUCATION JOBS FUND,320067.0
2012,Granby,IDEA  PART B  SECTION,11650.0
2012,Granby,IDEA PART B  SECTION,399726.0
2012,Granby,MAGNET SCHOOL TRANSPORTATION,35300.0
2012,Granby,NATIONAL SCHOOL LUNCH,83394.51999999999
2012,Granby,OPEN CHOICE PROGRAM RECEIVING DIST,469788.0
2012,Granby,SHEFF SETTLEMENT   ACAD   SOCIAL SUPPORT,179670.0
2012,Granby,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,49893.0
2012,Granby,SPEC ED AG PLACEMENTS   EXCESS COST,179160.0
2012,Granby,TITLE I IMPROVING BASIC PROGRAMS,41226.0
2012,Granby,TITLE II PART A TEACHERS,9422.0
2012,Granby,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,68360.0
2012,Granby,YOUTH SERVICE BUREAU,14000.0
2012,Granby,YOUTH SERVICE BUREAU ENHANCEMENT,5000.0
2012,Greenwich,ARRA STABILIZATION GOV SERV,4437.0
2012,Greenwich,BILINGUAL EDUCATION,16427.0
2012,Greenwich,CARL D PERKINS CAREER   TECH  EDUC  ACT,72156.0
2012,Greenwich,CHILD NUTRITION STATE MATCHING GRANT,22702.0
2012,Greenwich,EDUCATION EQUALIZATION,3462976.0
2012,Greenwich,EDUCATION JOBS FUND,102843.0
2012,Greenwich,IDEA  PART B  SECTION,52307.0
2012,Greenwich,IDEA PART B  SECTION,2154047.0
2012,Greenwich,IMMIGRANT   YOUTH EDUCATION PROGRAM,97022.0
2012,Greenwich,NATIONAL SCHOOL LUNCH,505693.16000000003
2012,Greenwich,NONPUBLIC HEALTH SERVICES,7870.0
2012,Greenwich,SCHOOL BREAKFAST PROGRAM,50479.79
2012,Greenwich,SCHOOL READINESS,107000.0
2012,Greenwich,SCHOOL READINESS QE,3971.0
2012,Greenwich,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,245.0
2012,Greenwich,SPEC ED AG  PLACEMENTS   EXCESS COST,114642.0
2012,Greenwich,SPEC ED AG PLACEMENTS   EXCESS COST,1161853.0
2012,Greenwich,STATE SCHOOL BREAKFAST,13013.0
2012,Greenwich,TITLE I IMPROVING BASIC PROGRAMS,427000.0
2012,Greenwich,TITLE II PART A TEACHERS,177050.0
2012,Greenwich,TITLE III PART A ENGLISH LANG  ACQUIS,66700.0
2012,Greenwich,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,321.0
2012,Griswold,ADULT EDUCATION   COOPERATIVE,50605.0
2012,Griswold,ARRA IDEA PART B  SECTION,13887.0
2012,Griswold,ARRA TITLE I IMPROVING BASIC PROGRAMS,6463.0
2012,Griswold,CARL D PERKINS CAREER   TECH  EDUC  ACT,20296.0
2012,Griswold,CHILD NUTRITION STATE MATCHING GRANT,8554.0
2012,Griswold,EDUCATION EQUALIZATION,10747613.0
2012,Griswold,EDUCATION JOBS FUND,306946.0
2012,Griswold,IDEA  PART B  SECTION,17742.0
2012,Griswold,IDEA PART B  SECTION,366127.0
2012,Griswold,NATIONAL SCHOOL LUNCH,248788.35
2012,Griswold,PRIMARY MENTAL HEALTH,22800.0
2012,Griswold,SCHOOL BREAKFAST PROGRAM,50298.350000000006
2012,Griswold,SCHOOL READINESS,107000.0
2012,Griswold,SCHOOL READINESS QE,3971.0
2012,Griswold,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,124737.0
2012,Griswold,SPEC ED AG  PLACEMENTS   EXCESS COST,120436.0
2012,Griswold,SPEC ED AG PLACEMENTS   EXCESS COST,170744.0
2012,Griswold,SPECIAL MILK PROGRAM FOR CHILDREN,1739.3999999999999
2012,Griswold,STATE SCHOOL BREAKFAST,10093.0
2012,Griswold,TITLE I IMPROVING BASIC PROGRAMS,207893.0
2012,Griswold,TITLE II PART A TEACHERS,95238.0
2012,Griswold,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,189218.0
2012,Griswold,YOUNG PARENTS PROGRAM,28690.0
2012,Griswold,YOUTH SERVICE BUREAU,14000.0
2012,Griswold,YOUTH SERVICE BUREAU ENHANCEMENT,5000.0
2012,Groton,ADULT EDUCATION   COOPERATIVE,82862.0
2012,Groton,ADULT EDUCATION   PROVIDER,23409.0
2012,Groton,BILINGUAL EDUCATION,2434.0
2012,Groton,CARL D PERKINS CAREER   TECH  EDUC  ACT,59245.0
2012,Groton,CHILD NUTRITION STATE MATCHING GRANT,21333.0
2012,Groton,EDUCATION EQUALIZATION,25358393.0
2012,Groton,EDUCATION JOBS FUND,1505614.0
2012,Groton,HEALTH FOODS INITIATIVE,46358.0
2012,Groton,IDEA  PART B  SECTION,59692.0
2012,Groton,IDEA PART B  PLANNING GRANT,5200.0
2012,Groton,IDEA PART B  SECTION,1055989.0
2012,Groton,IMMIGRANT   YOUTH EDUCATION PROGRAM,6010.0
2012,Groton,MAGNET SCHOOL TRANSPORTATION,153576.0
2012,Groton,NATIONAL SCHOOL LUNCH,723508.72
2012,Groton,NONPUBLIC HEALTH SERVICES,27821.0
2012,Groton,SCHOOL BREAKFAST PROGRAM,118844.26000000001
2012,Groton,SCHOOL READINESS,107000.0
2012,Groton,SCHOOL READINESS QE,3971.0
2012,Groton,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,156706.0
2012,Groton,SPEC ED AG  PLACEMENTS   EXCESS COST,449921.0
2012,Groton,SPEC ED AG PLACEMENTS   EXCESS COST,521171.0
2012,Groton,SPECIAL MILK PROGRAM FOR CHILDREN,3869.88
2012,Groton,STATE SCHOOL BREAKFAST,17234.0
2012,Groton,SUMMER FOOD PROGRAM,3087.79
2012,Groton,SUMMER FOOD SERVICE PROGRAM   OPR,29886.55
2012,Groton,TITLE I IMPROVING BASIC PROGRAMS,554000.0
2012,Groton,TITLE II PART A TEACHERS,158519.0
2012,Groton,TITLE III PART A ENGLISH LANG  ACQUIS,13076.0
2012,Groton,TRANSPORTATION NONPUBLIC,33859.0
2012,Groton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,289465.0
2012,Groton,YOUTH SERVICE BUREAU,31444.0
2012,Groton,YOUTH SERVICE BUREAU ENHANCEMENT,7550.0
2012,Guilford,ADULT EDUCATION   COOPERATIVE,7845.0
2012,Guilford,CHILD NUTRITION STATE MATCHING GRANT,9957.0
2012,Guilford,EDUCATION EQUALIZATION,3044113.0
2012,Guilford,EDUCATION JOBS FUND,181504.0
2012,Guilford,HEALTH FOODS INITIATIVE,21638.0
2012,Guilford,IDEA  PART B  SECTION,23293.0
2012,Guilford,IDEA PART B  SECTION,834969.0
2012,Guilford,MAGNET SCHOOL TRANSPORTATION,24955.0
2012,Guilford,NATIONAL SCHOOL LUNCH,124628.32
2012,Guilford,SP ED EXCESS COST STUDENT BASED SUPPLEMENT,33014.0
2012,Guilford,SPEC ED AG  PLACEMENTS   EXCESS COST,105865.0
2012,Guilford,SPEC ED AG PLACEMENTS   EXCESS COST,644277.0
