City,report_year,index,Assignment Category,Educator Type,FTE Count,OrganizationCode,OrganizationType,Education spending,Enrollment
OLD LYME,2007,Regional School District 18,Library/Media - Specialists (Certified),Certified,5.0,2180012,Regional School Districts,21001614.0,1248.01
OLD LYME,2007,Regional School District 18,Counselors  Social Workers  and School Psychologists,Certified,8.8,2180012,Regional School Districts,21001614.0,1248.01
LEBANON,2007,Lebanon School District,Administrators  Coordinators and Department Chairs - School Level,Certified,5.4,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,General Education - Teachers and Instructors,Certified,103.3,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Instructional Specialists Who Support Teachers,Certified,3.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Library/Media - Support Staff,Non-Certified,0.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,School Nurses,Non-Certified,3.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Special Education - Teachers and Instructors,Certified,12.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,16.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,64.8,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Library/Media - Specialists (Certified),Certified,3.0,0710011,Public School Districts,15806516.0,1357.17
LEBANON,2007,Lebanon School District,Counselors  Social Workers  and School Psychologists,Certified,7.0,0710011,Public School Districts,15806516.0,1357.17
LEDYARD,2007,Ledyard School District,Administrators  Coordinators and Department Chairs - School Level,Certified,12.8,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,General Education - Teachers and Instructors,Certified,182.3,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,21.1,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Instructional Specialists Who Support Teachers,Certified,8.7,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Library/Media - Support Staff,Non-Certified,4.8,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,School Nurses,Non-Certified,7.0,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Special Education - Teachers and Instructors,Certified,25.4,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,40.0,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,93.3,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Library/Media - Specialists (Certified),Certified,4.0,0720011,Public School Districts,27661387.0,2789.14
LEDYARD,2007,Ledyard School District,Counselors  Social Workers  and School Psychologists,Certified,13.4,0720011,Public School Districts,27661387.0,2789.14
LISBON,2007,Lisbon School District,Administrators  Coordinators and Department Chairs - School Level,Certified,1.5,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,General Education - Teachers and Instructors,Certified,37.5,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.5,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Instructional Specialists Who Support Teachers,Certified,1.9,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Library/Media - Support Staff,Non-Certified,0.0,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,School Nurses,Non-Certified,1.0,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Special Education - Teachers and Instructors,Certified,8.5,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1.0,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,25.3,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,2.0,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Library/Media - Specialists (Certified),Certified,1.0,0730011,Public School Districts,9138497.0,833.61
LISBON,2007,Lisbon School District,Counselors  Social Workers  and School Psychologists,Certified,1.5,0730011,Public School Districts,9138497.0,833.61
MADISON,2007,Madison School District,Administrators  Coordinators and Department Chairs - School Level,Certified,20.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,General Education - Teachers and Instructors,Certified,243.4,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,42.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Instructional Specialists Who Support Teachers,Certified,5.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Library/Media - Support Staff,Non-Certified,5.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,School Nurses,Non-Certified,6.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Special Education - Teachers and Instructors,Certified,32.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,38.1,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,140.8,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Library/Media - Specialists (Certified),Certified,5.7,0760011,Public School Districts,41242537.0,3947.2
MADISON,2007,Madison School District,Counselors  Social Workers  and School Psychologists,Certified,15.6,0760011,Public School Districts,41242537.0,3947.2
MANCHESTER,2007,Manchester School District,Administrators  Coordinators and Department Chairs - School Level,Certified,24.6,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,General Education - Teachers and Instructors,Certified,461.0,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,52.2,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Instructional Specialists Who Support Teachers,Certified,34.0,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Library/Media - Support Staff,Non-Certified,10.1,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,School Nurses,Non-Certified,16.2,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Special Education - Teachers and Instructors,Certified,67.2,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,122.0,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,289.8,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,12.0,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Library/Media - Specialists (Certified),Certified,9.0,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Manchester School District,Counselors  Social Workers  and School Psychologists,Certified,44.3,0770011,Public School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,Administrators  Coordinators and Department Chairs - School Level,Certified,0.6,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,General Education - Teachers and Instructors,Certified,10.7,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.6,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,Library/Media - Support Staff,Non-Certified,0.0,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,School Nurses,Non-Certified,0.6,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,Special Education - Teachers and Instructors,Certified,1.0,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1.3,2630013,Public Charter School Districts,94437000.0,7609.14
MANCHESTER,2007,Odyssey Community School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,4.1,2630013,Public Charter School Districts,94437000.0,7609.14
MARLBOROUGH,2007,Marlborough School District,Administrators  Coordinators and Department Chairs - School Level,Certified,2.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,General Education - Teachers and Instructors,Certified,41.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,13.8,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Instructional Specialists Who Support Teachers,Certified,3.5,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Library/Media - Support Staff,Non-Certified,1.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,School Nurses,Non-Certified,1.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Special Education - Teachers and Instructors,Certified,5.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,4.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,23.4,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Library/Media - Specialists (Certified),Certified,1.0,0790011,Public School Districts,13785208.0,1170.07
MARLBOROUGH,2007,Marlborough School District,Counselors  Social Workers  and School Psychologists,Certified,2.6,0790011,Public School Districts,13785208.0,1170.07
MERIDEN,2007,Meriden School District,Administrators  Coordinators and Department Chairs - School Level,Certified,23.3,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,General Education - Teachers and Instructors,Certified,527.4,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,44.5,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Instructional Specialists Who Support Teachers,Certified,17.0,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Library/Media - Support Staff,Non-Certified,3.3,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,School Nurses,Non-Certified,12.0,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Special Education - Teachers and Instructors,Certified,92.2,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,127.0,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,342.9,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,15.0,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Library/Media - Specialists (Certified),Certified,9.0,0800011,Public School Districts,99267133.0,9623.51
MERIDEN,2007,Meriden School District,Counselors  Social Workers  and School Psychologists,Certified,37.6,0800011,Public School Districts,99267133.0,9623.51
MIDDLETOWN,2007,Middletown School District,Administrators  Coordinators and Department Chairs - School Level,Certified,19.2,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,General Education - Teachers and Instructors,Certified,331.9,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,12.1,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Instructional Specialists Who Support Teachers,Certified,17.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Library/Media - Support Staff,Non-Certified,9.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,School Nurses,Non-Certified,15.5,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Special Education - Teachers and Instructors,Certified,45.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,113.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,223.9,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,7.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Library/Media - Specialists (Certified),Certified,3.0,0830011,Public School Districts,66261000.0,5244.02
MIDDLETOWN,2007,Middletown School District,Counselors  Social Workers  and School Psychologists,Certified,25.1,0830011,Public School Districts,66261000.0,5244.02
MILFORD,2007,Milford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,22.7,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,General Education - Teachers and Instructors,Certified,504.9,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,20.8,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Instructional Specialists Who Support Teachers,Certified,28.4,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Library/Media - Support Staff,Non-Certified,9.0,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,School Nurses,Non-Certified,18.0,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Special Education - Teachers and Instructors,Certified,89.2,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,179.4,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,213.8,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,10.0,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Library/Media - Specialists (Certified),Certified,14.2,0840011,Public School Districts,95431000.0,7534.15
MILFORD,2007,Milford School District,Counselors  Social Workers  and School Psychologists,Certified,38.9,0840011,Public School Districts,95431000.0,7534.15
MONROE,2007,Monroe School District,Administrators  Coordinators and Department Chairs - School Level,Certified,14.3,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,General Education - Teachers and Instructors,Certified,245.5,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,17.3,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Instructional Specialists Who Support Teachers,Certified,9.3,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Library/Media - Support Staff,Non-Certified,7.0,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,School Nurses,Non-Certified,7.0,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Special Education - Teachers and Instructors,Certified,34.8,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,57.7,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,158.1,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,4.0,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Library/Media - Specialists (Certified),Certified,3.0,0850011,Public School Districts,47077818.0,4191.71
MONROE,2007,Monroe School District,Counselors  Social Workers  and School Psychologists,Certified,18.9,0850011,Public School Districts,47077818.0,4191.71
NAUGATUCK,2007,Naugatuck School District,Administrators  Coordinators and Department Chairs - School Level,Certified,21.5,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,General Education - Teachers and Instructors,Certified,290.9,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,27.0,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Instructional Specialists Who Support Teachers,Certified,11.0,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Library/Media - Support Staff,Non-Certified,4.5,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,School Nurses,Non-Certified,16.0,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Special Education - Teachers and Instructors,Certified,41.9,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,61.5,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,120.1,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.0,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Library/Media - Specialists (Certified),Certified,6.8,0880011,Public School Districts,55174664.0,5259.09
NAUGATUCK,2007,Naugatuck School District,Counselors  Social Workers  and School Psychologists,Certified,28.6,0880011,Public School Districts,55174664.0,5259.09
NEW BRITAIN,2007,New Britain School District,Administrators  Coordinators and Department Chairs - School Level,Certified,22.5,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,General Education - Teachers and Instructors,Certified,606.7,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,139.0,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Instructional Specialists Who Support Teachers,Certified,22.2,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Library/Media - Support Staff,Non-Certified,3.0,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,School Nurses,Non-Certified,23.0,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Special Education - Teachers and Instructors,Certified,130.5,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,110.5,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,225.6,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,15.5,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Library/Media - Specialists (Certified),Certified,12.0,0890011,Public School Districts,120623000.0,11230.13
NEW BRITAIN,2007,New Britain School District,Counselors  Social Workers  and School Psychologists,Certified,58.5,0890011,Public School Districts,120623000.0,11230.13
NEW CANAAN,2007,New Canaan School District,Administrators  Coordinators and Department Chairs - School Level,Certified,16.7,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,General Education - Teachers and Instructors,Certified,293.3,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,52.1,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Instructional Specialists Who Support Teachers,Certified,13.8,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Library/Media - Support Staff,Non-Certified,2.6,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,School Nurses,Non-Certified,8.0,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Special Education - Teachers and Instructors,Certified,31.0,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,57.5,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,181.1,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,9.0,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Library/Media - Specialists (Certified),Certified,7.0,0900011,Public School Districts,65091068.0,4153.73
NEW CANAAN,2007,New Canaan School District,Counselors  Social Workers  and School Psychologists,Certified,26.2,0900011,Public School Districts,65091068.0,4153.73
NEW FAIRFIELD,2007,New Fairfield School District,Administrators  Coordinators and Department Chairs - School Level,Certified,12.1,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,General Education - Teachers and Instructors,Certified,184.6,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,31.0,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Instructional Specialists Who Support Teachers,Certified,6.4,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Library/Media - Support Staff,Non-Certified,1.0,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,School Nurses,Non-Certified,4.0,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Special Education - Teachers and Instructors,Certified,29.8,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,45.5,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,109.6,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.9,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Library/Media - Specialists (Certified),Certified,4.0,0910011,Public School Districts,28103170.0,3025.18
NEW FAIRFIELD,2007,New Fairfield School District,Counselors  Social Workers  and School Psychologists,Certified,15.6,0910011,Public School Districts,28103170.0,3025.18
NEW HARTFORD,2007,New Hartford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,3.0,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,General Education - Teachers and Instructors,Certified,39.0,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.8,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Instructional Specialists Who Support Teachers,Certified,2.4,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Library/Media - Support Staff,Non-Certified,1.5,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,School Nurses,Non-Certified,3.6,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Special Education - Teachers and Instructors,Certified,4.5,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,11.1,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,26.0,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,2.0,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Library/Media - Specialists (Certified),Certified,1.0,0920011,Public School Districts,14007269.0,1156.29
NEW HARTFORD,2007,New Hartford School District,Counselors  Social Workers  and School Psychologists,Certified,2.0,0920011,Public School Districts,14007269.0,1156.29
NEW MILFORD,2007,New Milford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,17.4,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,General Education - Teachers and Instructors,Certified,291.1,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,35.5,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Instructional Specialists Who Support Teachers,Certified,10.1,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Library/Media - Support Staff,Non-Certified,5.0,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,School Nurses,Non-Certified,8.0,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Special Education - Teachers and Instructors,Certified,46.6,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,88.1,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,229.3,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.0,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Library/Media - Specialists (Certified),Certified,6.0,0960011,Public School Districts,56479279.0,4944.54
NEW MILFORD,2007,New Milford School District,Counselors  Social Workers  and School Psychologists,Certified,22.0,0960011,Public School Districts,56479279.0,4944.54
NEWINGTON,2007,Newington School District,Administrators  Coordinators and Department Chairs - School Level,Certified,17.2,0940011,Public School Districts,53590000.0,4577.98
NEWINGTON,2007,Newington School District,General Education - Teachers and Instructors,Certified,288.4,0940011,Public School Districts,53590000.0,4577.98
NEWINGTON,2007,Newington School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,18.0,0940011,Public School Districts,53590000.0,4577.98
NEWINGTON,2007,Newington School District,Instructional Specialists Who Support Teachers,Certified,14.0,0940011,Public School Districts,53590000.0,4577.98
NEWINGTON,2007,Newington School District,Library/Media - Support Staff,Non-Certified,3.0,0940011,Public School Districts,53590000.0,4577.98
